Título_Inmueble,Dirección_Inmueble,Latitud,Longitud,Rubro,Nombre,Dirección,Lugar_Place_ID
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Portalcrea E.I.R.L.,"Caracol Sur 146, Puchacay, Concepción, Concepción",ChIJOav5RMy1aZYRVNsQDney310
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,R&S Ingenieros Consultores Limitada,Concepción,ChIJKUtAFtq1aZYR_oTAHQBo3jE
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Laboratorio de Ecotoxicología,Concepción,ChIJ21T4RMy1aZYRDJqRRQxad08
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Dogat centro de salud animal,"Maipú 1333, Concepción, Concepción",ChIJw9K-Ac21aZYRnGJhrwAMIm8
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Harbard Club,"Maipú 1226, Concepción",ChIJu8basM21aZYRzLLd-l7OBmg
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Mecanica Express,"Avenida Los Carrera 1433, Concepción, Concepción",ChIJb91oksy1aZYRMvYzQw8PzQQ
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Equipatuauto,"Ongolmo 691, Concepción",ChIJBcngt821aZYRGo1mZP1gSEE
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,El Mercadito Store,"Janequeo 975, local 1, Concepción",ChIJO4Aficu1aZYRZ-jFkruJHdM
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Clínica Veterinaria Huellas,"Janequeo 975, Concepción, Concepción",ChIJd71xicu1aZYRKzzksRNyB78
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Musicar ABS,"Maipú 1190, Concepción, Concepción",ChIJE1L2t821aZYR8_tW7PZ95uI
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Constructora Y Maquinarias Pulmahue Spa,"Interior, Ongolmo 673, Concepción, Concepción",ChIJ67bZuM21aZYRweHXxj1fgwI
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Colegio Juan Gregorio Las Heras,"Ongolmo 936, Concepción",ChIJf8j2p861aZYRS4Dnk2b1QXE
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,A Y M Ingenieros Spa,"Freire 1331, Concepción, Concepción",ChIJdywFE821aZYRk7KAwCyluxc
Departamento Miraflores Id: 144605,"Miraflores, Lorenzo Arenas, Concepción, Biobío",-36.8201352,-73.0443904,supermercado,Electrogar,"Maipú 1111, Concepción",ChIJwenk2821aZYRACOJ9lhLpe0
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Santiago,Santiago,ChIJL68lBEHFYpYRMQkPQDzVdYQ
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Liceo José Toribio Medina (A52),"Carmen Covarrubias 39, Santiago, Ñuñoa",ChIJqUVAOI7PYpYRnRo6qJsnlXI
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Peluquería para Hombres,"Avenida Irarrázaval 1824, Ñuñoa",ChIJQ2LwUo7PYpYR4kWhJ96k-P0
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Metalfitness,"Cirujano Videla 1754, Ñuñoa",ChIJSZTTZI_PYpYRaGhCGaK5tJw
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Colchonería Oscar Marín,"Avenida Irarrázaval 1811, Ñuñoa, Ñuñoa",ChIJRVaFU47PYpYRvgs0V2prUCg
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Visión Salud,"Avenida Irarrázaval 1546, Ñuñoa, Ñuñoa",ChIJByZaJY_PYpYR5wxrr9AqKOY
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Pub Golden Music,"Avenida Irarrázaval 1951, Ñuñoa, Ñuñoa",ChIJVedWOo7PYpYRExyCysZ5NWI
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Teatro California,"Avenida Irarrázaval 1564, Ñuñoa, Ñuñoa",ChIJtwhMJI_PYpYRoFwA_62AuSk
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Grupo Worldwide,"Domingo Faustino Sarmiento 55, Ñuñoa, Ñuñoa",ChIJ0cwqGI_PYpYRjx-_I93Enfc
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Rosen,"Irarrázaval 1700, Santiago, Ñuñoa",ChIJeYaPAY_PYpYR6YTekMTlBp8
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Infos Ltda,"Avenida Irarrázaval 1528, of 2, Santiago",ChIJBZzJJI_PYpYRv0X70I4wtiE
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Inalco Irarrázaval New Car,"Avenida Irarrázaval 1535, Santiago, Ñuñoa",ChIJpx-cL4_PYpYRdMX-JUEC8kY
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Vision De Aseo Integral Limitada,"Avenida Irarrázaval 1546, Santiago, Ñuñoa",ChIJo9ZbJY_PYpYRSeNUZEX1Ttg
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Notaria Del Real,"Avenida Irarrázaval 1745, Ñuñoa, Ñuñoa",ChIJ2akS_47PYpYRSOzdsWfZY8U
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,LEÓN - Servicio Automotriz Irarrázaval,"Avenida Irarrázaval 1518, Ñuñoa",ChIJEzIoLo_PYpYRt3ZVyPHSTaA
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Ecocolor,"Dublé Almeyda 1600-1650, Ñuñoa, Ñuñoa",ChIJFzJz6o7PYpYRMgJSUvq8om8
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,EXPATS PROPERTY LISTINGS,"Dublé Almeyda 1600, Santiago, Ñuñoa",ChIJHcB9xo7PYpYRIPGSsScaONM
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,GL Arquitectos Ltda.,"Quirihue 23, Ñuñoa, Ñuñoa",ChIJQTtwVI7PYpYRQtrm65lSgiY
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Kleine Kneipe,"2788, Manuel Montt 2780, Ñuñoa, Ñuñoa",ChIJMzHAq4_PYpYRqWKg2ifhJd8
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,restaurante,Ñuñoa,Ñuñoa,ChIJ6TZN_JTPYpYRRVH-3xZvjZU
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Santiago,Santiago,ChIJL68lBEHFYpYRMQkPQDzVdYQ
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Liceo José Toribio Medina (A52),"Carmen Covarrubias 39, Santiago, Ñuñoa",ChIJqUVAOI7PYpYRnRo6qJsnlXI
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Peluquería para Hombres,"Avenida Irarrázaval 1824, Ñuñoa",ChIJQ2LwUo7PYpYR4kWhJ96k-P0
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Metalfitness,"Cirujano Videla 1754, Ñuñoa",ChIJSZTTZI_PYpYRaGhCGaK5tJw
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Colchonería Oscar Marín,"Avenida Irarrázaval 1811, Ñuñoa, Ñuñoa",ChIJRVaFU47PYpYRvgs0V2prUCg
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Visión Salud,"Avenida Irarrázaval 1546, Ñuñoa, Ñuñoa",ChIJByZaJY_PYpYR5wxrr9AqKOY
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Pub Golden Music,"Avenida Irarrázaval 1951, Ñuñoa, Ñuñoa",ChIJVedWOo7PYpYRExyCysZ5NWI
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Teatro California,"Avenida Irarrázaval 1564, Ñuñoa, Ñuñoa",ChIJtwhMJI_PYpYRoFwA_62AuSk
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Grupo Worldwide,"Domingo Faustino Sarmiento 55, Ñuñoa, Ñuñoa",ChIJ0cwqGI_PYpYRjx-_I93Enfc
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Rosen,"Irarrázaval 1700, Santiago, Ñuñoa",ChIJeYaPAY_PYpYR6YTekMTlBp8
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Infos Ltda,"Avenida Irarrázaval 1528, of 2, Santiago",ChIJBZzJJI_PYpYRv0X70I4wtiE
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Inalco Irarrázaval New Car,"Avenida Irarrázaval 1535, Santiago, Ñuñoa",ChIJpx-cL4_PYpYRdMX-JUEC8kY
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Vision De Aseo Integral Limitada,"Avenida Irarrázaval 1546, Santiago, Ñuñoa",ChIJo9ZbJY_PYpYRSeNUZEX1Ttg
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Notaria Del Real,"Avenida Irarrázaval 1745, Ñuñoa, Ñuñoa",ChIJ2akS_47PYpYRSOzdsWfZY8U
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,LEÓN - Servicio Automotriz Irarrázaval,"Avenida Irarrázaval 1518, Ñuñoa",ChIJEzIoLo_PYpYRt3ZVyPHSTaA
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Ecocolor,"Dublé Almeyda 1600-1650, Ñuñoa, Ñuñoa",ChIJFzJz6o7PYpYRMgJSUvq8om8
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,EXPATS PROPERTY LISTINGS,"Dublé Almeyda 1600, Santiago, Ñuñoa",ChIJHcB9xo7PYpYRIPGSsScaONM
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,GL Arquitectos Ltda.,"Quirihue 23, Ñuñoa, Ñuñoa",ChIJQTtwVI7PYpYRQtrm65lSgiY
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Kleine Kneipe,"2788, Manuel Montt 2780, Ñuñoa, Ñuñoa",ChIJMzHAq4_PYpYRqWKg2ifhJd8
"Metro Monseñor Eyzaguirre 1d1b + Est Y Bdga, Ñuñoa","Lincoyán 1050, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",-33.4534409,-70.6139664,supermercado,Ñuñoa,Ñuñoa,ChIJ6TZN_JTPYpYRRVH-3xZvjZU
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Santiago,Santiago,ChIJL68lBEHFYpYRMQkPQDzVdYQ
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,GEN Rooms,"Portugal 415, Santiago, Santiago",ChIJGWleFnfFYpYRhlurmsU41cs
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Servicio Maquinas Y herramientas Ltda,"Portugal 642, Santiago",ChIJS5lJlHDFYpYRgxf-nQNKl6s
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,santa victoria room,"Portugal 415, Santiago, Santiago",ChIJhWIlGHfFYpYR7lcvrkz3DvM
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,DAS CHILE SPA,"Santa Victoria 314, Santiago, Santiago",ChIJqTXnGHfFYpYRH6iIu5JsxWY
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Liceo Comercial A 24 Presidente Gabri,"Argomedo 346, Santiago, Santiago",ChIJC8fJJnHFYpYRZYVJsqgyksw
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Los Adobes de Argomedo,"Argomedo 441, Santiago, Santiago",ChIJf0WYW3HFYpYR6iEJOw8_V4o
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,VISTA CORDILLERA,"Portugal 415, Santiago, Santiago",ChIJhWIlGHfFYpYR3eIjO2Fcmwc
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Motorrad Chile,"Manuel Antonio Tocornal 566, Santiago, Santiago",ChIJ0wf8RHrFYpYR8mMDKDL9MiQ
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Towner,"Diez de Julio 377, Santiago",ChIJG5HrAHHFYpYRmc4W6uK35D0
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Indra Repuestos Lira,"Lira 664, Santiago, Santiago",ChIJGQ2yc3HFYpYRm5PdTPn93NU
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Proveedora E Importadora de Equipos Industriales S.A.C I,Chile,ChIJ5Y-ix3DFYpYRpSF4mtmScdQ
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Importadora Imoto S.A.,"Lira 669, Santiago",ChIJb1wRUnHFYpYRgF6BreGY_pY
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Gomas Leal,"Portugal 653, Santiago, Santiago",ChIJG9QRiXDFYpYRO_WUOvjSmzM
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Bolivar Industrial Y Compania Limitada,"Portugal 655, Santiago, Santiago",ChIJeV8dknDFYpYRgiDX_yJKcnY
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Argomedo Baptist Church,"Argomedo 314, Santiago",ChIJYS3FxHDFYpYR2yOwI6HCGwE
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Importadora Romano Castaño,"Portugal 565, Santiago, Santiago",ChIJ48mfzXzPYpYROvZ7dRdiaSE
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Inmobiliaria Echeverria Izquierdo,"y, Av. Portugal & Argomedo, Santiago, Santiago",ChIJzcJOuHDFYpYRTg9Xn3HX44I
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Gimnasio SmartFit Portugal,"Portugal 614, Santiago",ChIJD8HpvnDFYpYR9HHQ1e2eJZ4
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,restaurante,Santiago,Santiago,ChIJuzrymgbQYpYRl0jtCfRZnYc
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Santiago,Santiago,ChIJL68lBEHFYpYRMQkPQDzVdYQ
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,GEN Rooms,"Portugal 415, Santiago, Santiago",ChIJGWleFnfFYpYRhlurmsU41cs
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Servicio Maquinas Y herramientas Ltda,"Portugal 642, Santiago",ChIJS5lJlHDFYpYRgxf-nQNKl6s
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,santa victoria room,"Portugal 415, Santiago, Santiago",ChIJhWIlGHfFYpYR7lcvrkz3DvM
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,DAS CHILE SPA,"Santa Victoria 314, Santiago, Santiago",ChIJqTXnGHfFYpYRH6iIu5JsxWY
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Liceo Comercial A 24 Presidente Gabri,"Argomedo 346, Santiago, Santiago",ChIJC8fJJnHFYpYRZYVJsqgyksw
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Los Adobes de Argomedo,"Argomedo 441, Santiago, Santiago",ChIJf0WYW3HFYpYR6iEJOw8_V4o
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,VISTA CORDILLERA,"Portugal 415, Santiago, Santiago",ChIJhWIlGHfFYpYR3eIjO2Fcmwc
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Motorrad Chile,"Manuel Antonio Tocornal 566, Santiago, Santiago",ChIJ0wf8RHrFYpYR8mMDKDL9MiQ
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Towner,"Diez de Julio 377, Santiago",ChIJG5HrAHHFYpYRmc4W6uK35D0
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Indra Repuestos Lira,"Lira 664, Santiago, Santiago",ChIJGQ2yc3HFYpYRm5PdTPn93NU
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Proveedora E Importadora de Equipos Industriales S.A.C I,Chile,ChIJ5Y-ix3DFYpYRpSF4mtmScdQ
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Importadora Imoto S.A.,"Lira 669, Santiago",ChIJb1wRUnHFYpYRgF6BreGY_pY
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Gomas Leal,"Portugal 653, Santiago, Santiago",ChIJG9QRiXDFYpYRO_WUOvjSmzM
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Bolivar Industrial Y Compania Limitada,"Portugal 655, Santiago, Santiago",ChIJeV8dknDFYpYRgiDX_yJKcnY
Edificio Argomedo (1 Est. 1 Bod.) Vista Norte Piso 2,"Argomedo 344, Santa Isabel, Santiago, RM (Metropolitana)",-33.4498201,-70.6361513,supermercado,Argomedo Baptist Church,"Argomedo 314, Santiago",ChIJYS3FxHDFYpYR2yOwI6HCGwE
